SageMakerAIDomainName,SageMakerAIDomainId,SageMakerAIUserProfileName,SMUSDomainName,SMUSProjectName,SMUSUserName,SMUSUserRole,MigrationStatus
QuickSetupDomain-20250605T120909,d-nsbzpkq5fh3s,default-1749150690603,smus-domain,test-smai-domain,test-same-region-smehenda,PROJECT_OWNER,Successful
